client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
0c8ba63665303a01117332d5c7de7438ee9e9f5d523530d1ef2cd4416721772bbca74041a6809776edd10d419a36f15d1ba5a382c8793aaaf3949a353a852417	common_voice_tr_17343923.mp3	Seydiu şimdi iki mevkiyi de kaybetti.	2	1	teens	male	other	tr	
236a01cbb9dc681398aa97c5b5b25df6ab1528757eaa2bcc3bcd2b18768688a01250e518b69205d1002b9fc0c2ad75b6f9642272934f610634e36e77e49105de	common_voice_tr_19942053.mp3	Siyasette temiz insanlara ihtiyacımız var.	2	0				tr	
38bfb2e08d0f099ba084c2e2bdf4d6beb880e2f2207abd5f4ffc67aa23d1a1538e1d35d29dbda478c139dcb1ddeaad775837925423b50468f3e94cd7bc0db7b7	common_voice_tr_17354593.mp3	Broz, büyükbabasının başarılarını gururla anıyor.	2	0				tr	
49054ba389e2c960c1bb50387c51f32762abfe3e19e0cef07cacc3981174a25c5d1f72a8e1d08ee5053b1938f238138e95989920a25ed6f3cfb0cdb1353a926c	common_voice_tr_19942151.mp3	Calasan yetenekli çocuk bursu da aldı.	2	0				tr	
4a02ad68cf34bc9ac9135432c0070013d02f3903102af1aa01a634c7409c50f180f617b6eedfa5097ae788dac863b169f3e9ba855d17789c3de62cf4f052d26f	common_voice_tr_19821495.mp3	Referandum tarihi henüz belirlenmedi.	2	0	twenties	female		tr	
4ef5c7615c736781a5aff077ea0e0b39e121946f50f4d1a953747d0a7d36d89ed04fabb0303f6d4f08a14deb8dbd71cd36dc93161ffff35aa541dd3960de4776	common_voice_tr_18369567.mp3	Her yaştan takasçı geliyor.	2	0				tr	
63308fdc4cf0f3721ec86789a8ced977e9861a15445cd696aed45721821170cd95d985be7edd74848f2980f355e34291609109b35ea6f540a84d968e460ce529	common_voice_tr_18880422.mp3	Atık yönetimi bir ülkenin yaşam tarzını yansıtır.	2	1				tr	
6ef3cde98153675bec89383ab1eca70f9479dc59de1d9170cf9aa92e73363a7ef776d719edb6e4145d252e28269bcb7338b09e3a112e6f9c844eb460a9594f0d	common_voice_tr_17360354.mp3	Hükümetin değişmesi halinde müzakereler ve katılım süreci ne yönde etkilenir?	2	1				tr	
6f4b8fa3bdb0bdfc3b0c2ef2221f1f4290ba098282ef9aff4cdd8534d09c591c533c43c59a7e58b619618ac2e7d84a1b8cfbdd3f6c2bf5cbf6f3757c753aae2a	common_voice_tr_18177773.mp3	"Etkinlik yirmi iki Mayıs'a kadar açık kalacak."	2	0				tr	
773a8f303fcdce1ad7f30643916d1c7fcc4293fde89e8d5966bd8089d8e097d02db3299b28da72f869b55ced840d54220a0f3c4bec6a2d98b6202fa043db7718	common_voice_tr_18275502.mp3	Kasedin etkisi büyük oldu.	2	0				tr	
8d3a06b8f06dc1cd1bc296b7fa71a207eb66f26fcdfc538376c48ec330a1ae95fb82100ebe71a9f503dc325280d499968de01833de4023ca0dfa217c01450e80	common_voice_tr_17527931.mp3	Bunun değişmesini beklemiyorum.	2	1	teens	male	other	tr	
8dd6032245857e226835656ee9e8ab232e1c2a76c50c5b11f2b7fae4197a0be7736956ee69ea5c0985fdd800bbe9cbcf4b643a3b0c24d223dd9c82e10c4a3d08	common_voice_tr_19285259.mp3	Aralarında pek çok mülteci var.	2	1				tr	
90968639c7702ae32e66bdbb8fbe3346c68cebbde3a7e03b76281e7637744dfba7d9aac034640c4e8de19d5b605ba643a95efabfaa7c42d4f4d76d158387fe64	common_voice_tr_18507612.mp3	Bir sonraki ay bir anayasa kabul edildi.	2	0				tr	
9889133f90c26c55e92a477ff1953ca330c05462937de5b56b960591ddcda7e4da31b2432d5e4483bb35d5d3022602c85184df9b4997a8374ade84af46a6c463	common_voice_tr_17826129.mp3	Biz realiteyi dikkate alıyoruz.	2	0				tr	
9d2edd427545e35def82534a4001f5f5e5bc00378a0c8c2b70d5c87ac5af3cad246cb3e0e12c37ae15cc2173c39c2d3a162fcc62d4974e100a6defef1360800b	common_voice_tr_19565041.mp3	Barış müzakereleri hiçbir zaman kolay olmaz.	2	1				tr	
b4d35d94d258e03a9e02f6f50b9a6343a42a9ef9df0f395bde7142d31f4befef85e1665ceb1b4bdfcc903db3aedcb0a5f3c80322e1309c40cfa6ebcda75d4c8c	common_voice_tr_17862344.mp3	Yaşanan gelişmeler pek çok kimseyi şaşırtıyor.	2	1				tr	
c0320d1cf4f6e47a897d6364745b942f0d11880b5be1ace3a1c21d5a588e9ddb6db9e42bf2c0b52e5440f787c7a2ecf1317dd0bd37f92fe64b541055635b7179	common_voice_tr_18312517.mp3	Dört yıl sonra dava gün ışığına çıktı.	2	0	teens	male		tr	
c3282686d987c5fb77f5f3b16eb2d76eb97970c83309c1dcfeb3dbff0539a9c8c41555350a6d9e067d9ebf61dc020d761d5a13809683e54bce3d1a67395369d3	common_voice_tr_17527464.mp3	Bağış önerileri açık rekabetle seçiliyor.	2	0				tr	
d6d5df7742bdfaddac067b7054c027418068f79a6e97ee9c2123c090f725b77249a754f6a98025f17b2d06bb2b49a81d63c83355395f9082b2f59bfbb259c2dc	common_voice_tr_20557646.mp3	Saldırının sorumluluğunu henüz üstlenen olmadı.	2	1	twenties	male		tr	
defc3c782977d86597070cdb47cd61c873fe0376762607e1f8a16854800420de913bc660b409bf41d3c2f32152d4bd549a2eca7465d16137ee3d56af9bf745c3	common_voice_tr_18407439.mp3	Proje Mart ayında başlatıldı.	2	0				tr	
